PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,umpire
116,2020/11/7,,2020/11/7,,3,2,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,"Sho, Miyao",1000073415,Left,KEI_KEI,,5,Top,2,0,1,,,InPlay,Undefined,GroundBall,,Single,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,2020/11/7,,2020/11/7,,4,1,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,"Jun, Setonishi",1000073406,Left,KEI_KEI,,5,Top,2,0,0,,,FoulBall,Undefined,Undefined,,Undefined,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,2020/11/7,,2020/11/7,,4,2,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,"Jun, Setonishi",1000073406,Left,KEI_KEI,,5,Top,2,0,1,,,BallCalled,Undefined,Undefined,,Undefined,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,2020/11/7,,2020/11/7,,4,3,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,"Jun, Setonishi",1000073406,Left,KEI_KEI,,5,Top,2,1,1,,,InPlay,Undefined,Popup,,Out,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,2020/11/7,,2020/11/7,,1,1,"Naofumi, Kizawa",1000073254,Right,KEI_KEI,"Kenta, Nomura",1000089887,Right,WAS_EDA,,5,Bottom,0,0,0,,,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,2020/11/7,,2020/11/7,,1,2,"Naofumi, Kizawa",1000073254,Right,KEI_KEI,"Kenta, Nomura",1000089887,Right,WAS_EDA,,5,Bottom,0,0,1,,,InPlay,Undefined,GroundBall,,Out,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,2020/11/7,,2020/11/7,,2,1,"Naofumi, Kizawa",1000073254,Right,KEI_KEI,"Toyo, Kumada",1000089879,Left,WAS_EDA,,5,Bottom,1,0,0,,,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,2020/11/7,,2020/11/7,,2,2,"Naofumi, Kizawa",1000073254,Right,KEI_KEI,"Toyo, Kumada",1000089879,Left,WAS_EDA,,5,Bottom,1,1,0,,,InPlay,Undefined,FlyBall,,Out,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,2020/11/7,,2020/11/7,,3,1,"Naofumi, Kizawa",1000073254,Right,KEI_KEI,"Takuya, Hiruma",1000074108,Left,WAS_EDA,,5,Bottom,2,0,0,,,FoulBall,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,2020/11/7,,2020/11/7,,3,2,"Naofumi, Kizawa",1000073254,Right,KEI_KEI,"Takuya, Hiruma",1000074108,Left,WAS_EDA,,5,Bottom,2,0,1,,,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,2020/11/7,,2020/11/7,,3,3,"Naofumi, Kizawa",1000073254,Right,KEI_KEI,"Takuya, Hiruma",1000074108,Left,WAS_EDA,,5,Bottom,2,1,1,,,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,2020/11/7,,2020/11/7,,3,4,"Naofumi, Kizawa",1000073254,Right,KEI_KEI,"Takuya, Hiruma",1000074108,Left,WAS_EDA,,5,Bottom,2,1,2,,,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,2020/11/7,,2020/11/7,,3,5,"Naofumi, Kizawa",1000073254,Right,KEI_KEI,"Takuya, Hiruma",1000074108,Left,WAS_EDA,,5,Bottom,2,2,2,,,FoulBall,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,2020/11/7,,2020/11/7,,3,6,"Naofumi, Kizawa",1000073254,Right,KEI_KEI,"Takuya, Hiruma",1000074108,Left,WAS_EDA,,5,Bottom,2,2,2,,,FoulBall,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,2020/11/7,,2020/11/7,,3,7,"Naofumi, Kizawa",1000073254,Right,KEI_KEI,"Takuya, Hiruma",1000074108,Left,WAS_EDA,,5,Bottom,2,2,2,,,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,2020/11/7,,2020/11/7,,1,1,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,"Naofumi, Kizawa",1000073254,Right,KEI_KEI,,6,Top,0,0,0,,,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,2020/11/7,,2020/11/7,,1,2,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,"Naofumi, Kizawa",1000073254,Right,KEI_KEI,,6,Top,0,0,1,,,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,2020/11/7,,2020/11/7,,1,3,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,"Naofumi, Kizawa",1000073254,Right,KEI_KEI,,6,Top,0,0,2,,,StrikeCalled,Strikeout,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,2020/11/7,,2020/11/7,,2,1,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,"Haruto, Watanabe",1000073445,Right,KEI_KEI,,6,Top,1,0,0,,,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,2020/11/7,,2020/11/7,,2,2,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,"Haruto, Watanabe",1000073445,Right,KEI_KEI,,6,Top,1,0,1,,,InPlay,Undefined,GroundBall,,Single,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,2020/11/7,,2020/11/7,,3,1,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,"Ryuta, Hirose",1000089826,Right,KEI_KEI,,6,Top,1,0,0,,,BallCalled,Undefined,Undefined,,Undefined,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,2020/11/7,,2020/11/7,,3,2,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,"Ryuta, Hirose",1000089826,Right,KEI_KEI,,6,Top,1,1,0,,,BallCalled,Undefined,Undefined,,Undefined,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,2020/11/7,,2020/11/7,,3,3,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,"Ryuta, Hirose",1000089826,Right,KEI_KEI,,6,Top,1,2,0,,,StrikeCalled,Undefined,Undefined,,Undefined,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,2020/11/7,,2020/11/7,,3,4,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,"Ryuta, Hirose",1000089826,Right,KEI_KEI,,6,Top,1,2,1,,,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,2020/11/7,,2020/11/7,,3,5,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,"Ryuta, Hirose",1000089826,Right,KEI_KEI,,6,Top,1,2,2,,,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,2020/11/7,,2020/11/7,,4,1,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,"Yusuke, Shimoyama",1000073403,Left,KEI_KEI,,6,Top,2,0,0,,,FoulBall,Undefined,Undefined,,Undefined,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,2020/11/7,,2020/11/7,,4,2,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,"Yusuke, Shimoyama",1000073403,Left,KEI_KEI,,6,Top,2,0,1,,,BallCalled,Undefined,Undefined,,Undefined,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,2020/11/7,,2020/11/7,,4,3,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,"Yusuke, Shimoyama",1000073403,Left,KEI_KEI,,6,Top,2,1,1,,,BallCalled,Undefined,Undefined,,Undefined,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,2020/11/7,,2020/11/7,,4,4,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,"Yusuke, Shimoyama",1000073403,Left,KEI_KEI,,6,Top,2,2,1,,,InPlay,Undefined,FlyBall,,Out,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,2020/11/7,,2020/11/7,,1,1,"Naofumi, Kizawa",1000073254,Right,KEI_KEI,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,,6,Bottom,0,0,0,,,FoulBall,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,2020/11/7,,2020/11/7,,1,2,"Naofumi, Kizawa",1000073254,Right,KEI_KEI,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,,6,Bottom,0,0,1,,,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,2020/11/7,,2020/11/7,,1,3,"Naofumi, Kizawa",1000073254,Right,KEI_KEI,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,,6,Bottom,0,1,1,,,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,2020/11/7,,2020/11/7,,1,4,"Naofumi, Kizawa",1000073254,Right,KEI_KEI,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,,6,Bottom,0,2,1,,,FoulBall,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,2020/11/7,,2020/11/7,,1,5,"Naofumi, Kizawa",1000073254,Right,KEI_KEI,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,,6,Bottom,0,2,2,,,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,2020/11/7,,2020/11/7,,2,1,"Naofumi, Kizawa",1000073254,Right,KEI_KEI,"Ginsuke, Kaneko",1000073884,Right,WAS_EDA,,6,Bottom,1,0,0,,,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,2020/11/7,,2020/11/7,,2,2,"Naofumi, Kizawa",1000073254,Right,KEI_KEI,"Ginsuke, Kaneko",1000073884,Right,WAS_EDA,,6,Bottom,1,1,0,,,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,2020/11/7,,2020/11/7,,2,3,"Naofumi, Kizawa",1000073254,Right,KEI_KEI,"Ginsuke, Kaneko",1000073884,Right,WAS_EDA,,6,Bottom,1,2,0,,,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,2020/11/7,,2020/11/7,,2,4,"Naofumi, Kizawa",1000073254,Right,KEI_KEI,"Ginsuke, Kaneko",1000073884,Right,WAS_EDA,,6,Bottom,1,3,0,,,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,2020/11/7,,2020/11/7,,2,5,"Naofumi, Kizawa",1000073254,Right,KEI_KEI,"Ginsuke, Kaneko",1000073884,Right,WAS_EDA,,6,Bottom,1,3,1,,,BallCalled,Walk,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,2020/11/7,,2020/11/7,,3,1,"Naofumi, Kizawa",1000073254,Right,KEI_KEI,"Kazuto, Yoshizawa",1000074012,Right,WAS_EDA,,6,Bottom,1,0,0,,,InPlay,Undefined,Bunt,,Sacrifice,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
